date,price,volume,company
2016-03-08,$35.6765,52514800,GOOGL
2016-03-08,$105.93,25582660,META
2016-03-08,$51.65,33822940,MSFT
2016-03-09,$25.28,108594120,AAPL
2016-03-09,$36.2705,39541760,GOOGL
2016-03-09,$107.51,20458320,META
2016-03-09,$52.84,28238270,MSFT
2016-03-10,$25.2925,133962520,AAPL
2016-03-10,$36.6085,44592300,GOOGL
2016-03-10,$107.32,24835810,META
2016-03-10,$52.05,38385600,MSFT
2016-03-11,$25.565,109475360,AAPL
2016-03-11,$37.2435,35354500,GOOGL
2016-03-11,$109.41,20667610,META
2016-03-11,$53.07,32267360,MSFT
2016-03-14,$25.63,100233120,AAPL
2016-03-14,$37.512,32810620,GOOGL
2016-03-14,$109.89,17240940,META
2016-03-14,$53.17,24079770,MSFT
2016-03-15,$26.145,160105000,AAPL
2016-03-15,$37.5285,29594740,GOOGL
2016-03-15,$110.67,17596280,META
2016-03-15,$53.59,21011480,MSFT
2016-03-16,$26.4925,152946920,AAPL
2016-03-16,$37.868,29246560,GOOGL
2016-03-16,$112.18,24696190,META
2016-03-16,$54.35,31679130,MSFT
2016-03-17,$26.45,137579320,AAPL
2016-03-17,$37.924,44554640,GOOGL
2016-03-17,$111.02,24215410,META
2016-03-17,$54.66,28193010,MSFT
2016-03-18,$26.48,174428480,AAPL
2016-03-18,$37.7705,56280200,GOOGL
2016-03-18,$111.45,36265530,META
2016-03-18,$53.49,67622520,MSFT
2016-03-21,$26.4775,141816920,AAPL
2016-03-21,$38.108,28768620,GOOGL
2016-03-21,$111.85,18430870,META
2016-03-21,$53.86,23920160,MSFT
2016-03-22,$26.68,129381720,AAPL
2016-03-22,$38.0025,22090840,GOOGL
2016-03-22,$112.25,18989920,META
2016-03-22,$54.07,23105140,MSFT
2016-03-23,$26.5325,102745400,AAPL
2016-03-23,$37.878,24667920,GOOGL
2016-03-23,$112.54,18546450,META
2016-03-23,$53.97,20123800,MSFT
2016-03-24,$26.4175,102273400,AAPL
2016-03-24,$37.742,30655200,GOOGL
2016-03-24,$113.05,17157540,META
2016-03-24,$54.21,18967510,MSFT
2016-03-28,$26.2975,77417760,AAPL
2016-03-28,$37.664,21664740,GOOGL
2016-03-28,$113.69,21332720,META
2016-03-28,$53.54,17018120,MSFT
2016-03-29,$26.92,124619640,AAPL
2016-03-29,$38.2945,39777340,GOOGL
2016-03-29,$116.14,29789720,META
2016-03-29,$54.71,23913950,MSFT
2016-03-30,$27.39,182190360,AAPL
2016-03-30,$38.417,40369780,GOOGL
2016-03-30,$114.70,33196410,META
2016-03-30,$55.05,22992090,MSFT
2016-03-31,$27.2475,103055360,AAPL
2016-03-31,$38.145,32547180,GOOGL
2016-03-31,$114.10,21171030,META
2016-03-31,$55.23,26353570,MSFT
2016-04-01,$27.4975,103281840,AAPL
2016-04-01,$38.4835,31647540,GOOGL
2016-04-01,$116.06,24751160,META
2016-04-01,$55.57,24383590,MSFT
2016-04-04,$27.78,149291720,AAPL
2016-04-04,$38.256,26924320,GOOGL
2016-04-04,$112.55,48418260,META
2016-04-04,$55.43,18908300,MSFT
2016-04-05,$27.4525,106241680,AAPL
2016-04-05,$37.9285,24457980,GOOGL
2016-04-05,$112.22,22779490,META
2016-04-05,$54.56,19261620,MSFT
2016-04-06,$27.74,104715360,AAPL
2016-04-06,$38.4035,25258840,GOOGL
2016-04-06,$113.71,20794390,META
2016-04-06,$55.12,21072150,MSFT
2016-04-07,$27.135,126943240,AAPL
2016-04-07,$38.006,25485160,GOOGL
2016-04-07,$113.64,20683460,META
2016-04-07,$54.46,19221270,MSFT
2016-04-08,$27.165,94215160,AAPL
2016-04-08,$37.9735,23436620,GOOGL
2016-04-08,$110.63,48467350,META
2016-04-08,$54.42,22159630,MSFT
2016-04-11,$27.255,117431760,AAPL
2016-04-11,$37.877,31730480,GOOGL
2016-04-11,$108.99,39707140,META
2016-04-11,$54.31,21400400,MSFT
2016-04-12,$27.61,108602280,AAPL
2016-04-12,$38.216,27331780,GOOGL
2016-04-12,$110.61,26190250,META
2016-04-12,$54.65,24874410,MSFT
2016-04-13,$28.01,131087040,AAPL
2016-04-13,$38.5955,35391360,GOOGL
2016-04-13,$110.51,88165850,META
2016-04-13,$55.35,20813640,MSFT
2016-04-14,$28.025,101459680,AAPL
2016-04-14,$38.7695,26964840,GOOGL
2016-04-14,$110.84,28439970,META
2016-04-14,$55.36,20875260,MSFT
2016-04-15,$27.4625,187494680,AAPL
2016-04-15,$39.00,31194140,GOOGL
2016-04-15,$109.64,20793730,META
2016-04-15,$55.65,28462970,MSFT
2016-04-18,$26.87,243139680,AAPL
2016-04-18,$39.384,33467700,GOOGL
2016-04-18,$110.45,21127750,META
2016-04-18,$56.46,23758570,MSFT
2016-04-19,$26.7275,129362480,AAPL
2016-04-19,$38.8125,43919180,GOOGL
2016-04-19,$112.29,30177490,META
2016-04-19,$56.39,29566220,MSFT
2016-04-20,$26.7825,122307920,AAPL
2016-04-20,$38.746,34213040,GOOGL
2016-04-20,$112.42,21020820,META
2016-04-20,$55.59,36169280,MSFT
2016-04-21,$26.4925,125667640,AAPL
2016-04-21,$39.00,75739200,GOOGL
2016-04-21,$113.44,20711310,META
2016-04-21,$55.78,38182900,MSFT
2016-04-22,$26.42,134623240,AAPL
2016-04-22,$36.8885,140774360,GOOGL
2016-04-22,$110.56,38397070,META
2016-04-22,$51.78,126793100,MSFT
2016-04-25,$26.27,111991960,AAPL
2016-04-25,$37.1105,49410860,GOOGL
2016-04-25,$110.10,20997040,META
2016-04-25,$52.11,33124870,MSFT
2016-04-26,$26.0875,211919120,AAPL
2016-04-26,$36.2685,55533560,GOOGL
2016-04-26,$108.76,22393840,META
2016-04-26,$51.44,33513780,MSFT
2016-04-27,$24.455,457745200,AAPL
2016-04-27,$36.073,66116580,GOOGL
2016-04-27,$108.89,50504560,META
2016-04-27,$50.94,43301480,MSFT
2016-04-28,$23.7075,328428480,AAPL
2016-04-28,$35.253,62487360,GOOGL
2016-04-28,$116.73,86913390,META
2016-04-28,$49.90,43108350,MSFT
2016-04-29,$23.435,273555360,AAPL
2016-04-29,$35.394,58265720,GOOGL
2016-04-29,$117.58,37106010,META
2016-04-29,$49.87,48391580,MSFT
2016-05-02,$23.41,191377960,AAPL
2016-05-02,$35.7205,33461900,GOOGL
2016-05-02,$118.57,27789510,META
2016-05-02,$50.61,33105170,MSFT
2016-05-03,$23.795,227080320,AAPL
2016-05-03,$35.422,38606260,GOOGL
2016-05-03,$117.43,24087870,META
2016-05-03,$49.78,26445230,MSFT
2016-05-04,$23.5475,163936640,AAPL
2016-05-04,$35.5685,34162400,GOOGL
2016-05-04,$118.06,23414270,META
2016-05-04,$49.87,24249670,MSFT
2016-05-05,$23.31,143400880,AAPL
2016-05-05,$35.7355,29654600,GOOGL
2016-05-05,$117.81,22032830,META
2016-05-05,$49.94,25386690,MSFT
2016-05-06,$23.18,174660640,AAPL
2016-05-06,$36.259,39890200,GOOGL
2016-05-06,$119.49,26362480,META
2016-05-06,$50.39,24772020,MSFT
2016-05-09,$23.1975,131582600,AAPL
2016-05-09,$36.4565,38011580,GOOGL
2016-05-09,$119.24,21097310,META
2016-05-09,$50.07,17883360,MSFT
2016-05-10,$23.355,134612080,AAPL
2016-05-10,$36.969,32593700,GOOGL
2016-05-10,$120.50,23127390,META
2016-05-10,$51.02,22871860,MSFT
2016-05-11,$23.1275,114564720,AAPL
2016-05-11,$36.5275,29795440,GOOGL
2016-05-11,$119.52,21976560,META
2016-05-11,$51.05,24026140,MSFT
2016-05-12,$22.585,304733840,AAPL
2016-05-12,$36.4035,27080980,GOOGL
2016-05-12,$120.28,21649010,META
2016-05-12,$51.51,24101640,MSFT
2016-05-13,$22.63,176892160,AAPL
2016-05-13,$36.2415,25100760,GOOGL
2016-05-13,$119.81,18077540,META
2016-05-13,$51.08,22439560,MSFT
2016-05-16,$23.47,244769360,AAPL
2016-05-16,$36.515,22494800,GOOGL
2016-05-16,$118.67,31188070,META
2016-05-16,$51.83,19962750,MSFT
2016-05-17,$23.3725,187435640,AAPL
2016-05-17,$36.0095,33374040,GOOGL
2016-05-17,$117.35,21296660,META
2016-05-17,$50.51,27790370,MSFT
2016-05-18,$23.64,168039320,AAPL
2016-05-18,$36.089,32459320,GOOGL
2016-05-18,$117.65,21596120,META
2016-05-18,$50.81,24861480,MSFT
2016-05-19,$23.55,121671520,AAPL
2016-05-19,$35.7655,30465080,GOOGL
2016-05-19,$116.81,20510770,META
2016-05-19,$50.32,23784750,MSFT
2016-05-20,$23.805,127336080,AAPL
2016-05-20,$36.0855,34607060,GOOGL
2016-05-20,$117.35,18893950,META
2016-05-20,$50.62,23770620,MSFT
2016-05-23,$24.1075,151908080,AAPL
2016-05-23,$35.8625,24749860,GOOGL
2016-05-23,$115.97,20409860,META
2016-05-23,$50.03,26110160,MSFT
2016-05-24,$24.475,140297520,AAPL
2016-05-24,$36.6515,37864020,GOOGL
2016-05-24,$117.70,20156400,META
2016-05-24,$51.59,34726410,MSFT
2016-05-25,$24.905,153033200,AAPL
2016-05-25,$36.905,32307640,GOOGL
2016-05-25,$117.89,20026150,META
2016-05-25,$52.12,24176970,MSFT
2016-05-26,$25.1025,225173960,AAPL
2016-05-26,$36.8465,27195940,GOOGL
2016-05-26,$119.47,18437640,META
2016-05-26,$51.89,24308620,MSFT
2016-05-27,$25.0875,145197840,AAPL
2016-05-27,$37.38,34789260,GOOGL
2016-05-27,$119.38,13476050,META
2016-05-27,$52.32,17671620,MSFT
2016-05-31,$24.965,169072160,AAPL
2016-05-31,$37.4425,42468140,GOOGL
2016-05-31,$118.81,23526050,META
2016-05-31,$53.00,37461550,MSFT
2016-06-01,$24.615,116556400,AAPL
2016-06-01,$37.423,20791640,GOOGL
2016-06-01,$118.78,15003570,META
2016-06-01,$52.85,25104350,MSFT
2016-06-02,$24.43,160680800,AAPL
2016-06-02,$37.2135,33904420,GOOGL
2016-06-02,$118.93,13216260,META
2016-06-02,$52.48,22682220,MSFT
2016-06-03,$24.48,113950280,AAPL
2016-06-03,$36.793,24600600,GOOGL
2016-06-03,$118.47,14115480,META
2016-06-03,$51.79,23254530,MSFT
2016-06-06,$24.6575,93060800,AAPL
2016-06-06,$36.503,29835420,GOOGL
2016-06-06,$118.79,12721610,META
2016-06-06,$52.13,18137760,MSFT
2016-06-07,$24.7575,89513520,AAPL
2016-06-07,$36.5545,24294660,GOOGL
2016-06-07,$117.76,17069990,META
2016-06-07,$52.10,20798030,MSFT
2016-06-08,$24.735,83359800,AAPL
2016-06-08,$37.1465,32312020,GOOGL
2016-06-08,$118.39,14493990,META
2016-06-08,$52.04,21127190,MSFT
2016-06-09,$24.9125,106302280,AAPL
2016-06-09,$37.126,19174620,GOOGL
2016-06-09,$118.56,13842230,META
2016-06-09,$51.62,20303990,MSFT
2016-06-10,$24.7075,126688880,AAPL
2016-06-10,$36.6595,29043100,GOOGL
2016-06-10,$116.62,18474380,META
2016-06-10,$51.48,25833020,MSFT
2016-06-13,$24.335,150833440,AAPL
2016-06-13,$36.594,23331160,GOOGL
2016-06-13,$113.95,31675970,META
2016-06-13,$50.14,83206230,MSFT
2016-06-14,$24.365,127562960,AAPL
2016-06-14,$36.6625,26557440,GOOGL
2016-06-14,$114.94,17573960,META
2016-06-14,$49.83,42568290,MSFT
2016-06-15,$24.285,117492200,AAPL
2016-06-15,$36.6095,23155180,GOOGL
2016-06-15,$114.60,19789270,META
2016-06-15,$49.69,33718830,MSFT
2016-06-16,$24.3875,125007480,AAPL
2016-06-16,$36.2125,44936980,GOOGL
2016-06-16,$114.39,19207560,META
2016-06-16,$50.39,31104460,MSFT
2016-06-17,$23.8325,243173040,AAPL
2016-06-17,$35.2125,82251940,GOOGL
2016-06-17,$113.02,24410770,META
2016-06-17,$50.13,45675100,MSFT
2016-06-20,$23.775,137423880,AAPL
2016-06-20,$35.3065,45646940,GOOGL
2016-06-20,$113.37,20746500,META
2016-06-20,$50.07,35597220,MSFT
2016-06-21,$23.9775,141628200,AAPL
2016-06-21,$35.444,29852840,GOOGL
2016-06-21,$114.38,18997270,META
2016-06-21,$51.19,34075570,MSFT
2016-06-22,$23.8875,116496560,AAPL
2016-06-22,$35.5235,29040140,GOOGL
2016-06-22,$113.91,14811570,META
2016-06-22,$50.99,28801660,MSFT
2016-06-23,$24.025,128169160,AAPL
2016-06-23,$35.7435,42431120,GOOGL
2016-06-23,$115.08,16096460,META
2016-06-23,$51.91,28960330,MSFT
2016-06-24,$23.35,300878840,AAPL
2016-06-24,$34.26,95351820,GOOGL
2016-06-24,$112.08,40555840,META
2016-06-24,$49.83,133456500,MSFT
2016-06-27,$23.01,182382720,AAPL
2016-06-27,$34.057,58190780,GOOGL
2016-06-27,$108.97,36172810,META
2016-06-27,$48.43,50308070,MSFT
2016-06-28,$23.3975,161551840,AAPL
2016-06-28,$34.563,38205220,GOOGL
2016-06-28,$112.70,26772900,META
2016-06-28,$49.44,38132040,MSFT
2016-06-29,$23.60,146021680,AAPL
2016-06-29,$34.7595,43095840,GOOGL
2016-06-29,$114.16,20935530,META
2016-06-29,$50.54,31287260,MSFT
2016-06-30,$23.90,143133280,AAPL
2016-06-30,$35.1765,42214260,GOOGL
2016-06-30,$114.28,23159510,META
2016-06-30,$51.17,28524020,MSFT
2016-07-01,$23.9725,103928320,AAPL
2016-07-01,$35.5125,30968600,GOOGL
2016-07-01,$114.19,14955080,META
2016-07-01,$51.16,21398770,MSFT
2016-07-05,$23.7475,110215000,AAPL
2016-07-05,$35.2445,28437000,GOOGL
2016-07-05,$114.00,14206220,META
2016-07-05,$51.17,24781550,MSFT
2016-07-06,$23.8825,123510160,AAPL
2016-07-06,$35.4485,28883260,GOOGL
2016-07-06,$116.70,24318520,META
2016-07-06,$51.38,28165990,MSFT
2016-07-07,$23.985,97843400,AAPL
2016-07-07,$35.363,21155000,GOOGL
2016-07-07,$115.85,16612350,META
2016-07-07,$51.38,19582210,MSFT
2016-07-08,$24.17,115510000,AAPL
2016-07-08,$35.889,29853100,GOOGL
2016-07-08,$117.24,18117330,META
2016-07-08,$52.30,28390820,MSFT
2016-07-11,$24.245,93271960,AAPL
2016-07-11,$36.36,28658460,GOOGL
2016-07-11,$117.87,17613670,META
2016-07-11,$52.59,21894550,MSFT
2016-07-12,$24.355,96518120,AAPL
2016-07-12,$36.6255,26573120,GOOGL
2016-07-12,$117.93,15084590,META
2016-07-12,$53.21,27312600,MSFT
2016-07-13,$24.2175,103518720,AAPL
2016-07-13,$36.474,20416940,GOOGL
2016-07-13,$116.78,16180680,META
2016-07-13,$53.51,25334860,MSFT
2016-07-14,$24.6975,155543920,AAPL
2016-07-14,$36.79,21387520,GOOGL
2016-07-14,$117.29,14554060,META
2016-07-14,$53.74,24535370,MSFT
2016-07-15,$24.695,120125640,AAPL
2016-07-15,$36.7815,32299340,GOOGL
2016-07-15,$116.86,16601530,META
2016-07-15,$53.70,31986450,MSFT
2016-07-18,$24.9575,145858120,AAPL
2016-07-18,$37.66,38557340,GOOGL
2016-07-18,$119.37,20816900,META
2016-07-18,$53.96,31087650,MSFT
2016-07-19,$24.9675,95065440,AAPL
2016-07-19,$37.6705,30423840,GOOGL
2016-07-19,$120.61,21502910,META
2016-07-19,$53.09,51870970,MSFT
2016-07-20,$24.99,104876440,AAPL
2016-07-20,$37.854,22493980,GOOGL
2016-07-20,$121.92,19991920,META
2016-07-20,$55.91,89835200,MSFT
2016-07-21,$24.8575,130760320,AAPL
2016-07-21,$37.7205,19060860,GOOGL
2016-07-21,$120.61,17787630,META
2016-07-21,$55.80,32752350,MSFT
2016-07-22,$24.665,112872960,AAPL
2016-07-22,$37.964,20909000,GOOGL
2016-07-22,$121.00,18363590,META
2016-07-22,$56.57,31900840,MSFT
2016-07-25,$24.335,161162320,AAPL
2016-07-25,$37.876,21465160,GOOGL
2016-07-25,$121.63,18453230,META
2016-07-25,$56.73,24313330,MSFT
2016-07-26,$24.1675,213818480,AAPL
2016-07-26,$37.8825,23731480,GOOGL
2016-07-26,$121.22,17417060,META
2016-07-26,$56.76,28028820,MSFT
2016-07-27,$25.7375,368575680,AAPL
2016-07-27,$38.0985,31906820,GOOGL
2016-07-27,$123.34,50218420,META
2016-07-27,$56.19,32283520,MSFT
2016-07-28,$26.085,155087360,AAPL
2016-07-28,$38.292,71805080,GOOGL
2016-07-28,$125.00,78673980,META
2016-07-28,$56.21,37246140,MSFT
2016-07-29,$26.0525,110791880,AAPL
2016-07-29,$39.567,101339900,GOOGL
2016-07-29,$123.94,34943890,META
2016-07-29,$56.68,30556950,MSFT
2016-08-01,$26.5125,152075640,AAPL
2016-08-01,$40.047,60495260,GOOGL
2016-08-01,$124.31,24986020,META
2016-08-01,$56.58,26003110,MSFT
2016-08-02,$26.12,135080880,AAPL
2016-08-02,$40.006,39904800,GOOGL
2016-08-02,$123.09,23919790,META
2016-08-02,$56.58,35115250,MSFT
2016-08-03,$26.4475,120593440,AAPL
2016-08-03,$39.946,29211060,GOOGL
2016-08-03,$122.51,18479970,META
2016-08-03,$56.97,22069790,MSFT
2016-08-04,$26.4675,107126920,AAPL
2016-08-04,$39.8625,21505900,GOOGL
2016-08-04,$124.36,21052200,META
2016-08-04,$57.39,26485600,MSFT
2016-08-05,$26.87,158186440,AAPL
2016-08-05,$40.3465,36118000,GOOGL
2016-08-05,$125.15,20144810,META
2016-08-05,$57.96,28804780,MSFT
2016-08-08,$27.0925,112041720,AAPL
2016-08-08,$40.2615,24428440,GOOGL
2016-08-08,$125.26,15216950,META
2016-08-08,$58.06,19459340,MSFT
2016-08-09,$27.2025,105185040,AAPL
2016-08-09,$40.374,32145120,GOOGL
2016-08-09,$125.06,19587330,META
2016-08-09,$58.20,16891750,MSFT
2016-08-10,$27.00,95359520,AAPL
2016-08-10,$40.4245,18331900,GOOGL
2016-08-10,$124.88,10645370,META
2016-08-10,$58.02,15702720,MSFT
2016-08-11,$26.9825,109840280,AAPL
2016-08-11,$40.41,25632200,GOOGL
2016-08-11,$124.90,11708610,META
2016-08-11,$58.30,18161190,MSFT
2016-08-12,$27.045,74594800,AAPL
2016-08-12,$40.3525,17936040,GOOGL
2016-08-12,$124.88,12146150,META
2016-08-12,$57.94,21646690,MSFT
2016-08-15,$27.37,102817320,AAPL
2016-08-15,$40.298,18598320,GOOGL
2016-08-15,$123.90,19280400,META
2016-08-15,$58.12,18764820,MSFT
2016-08-16,$27.345,135018720,AAPL
2016-08-16,$40.0595,21138720,GOOGL
2016-08-16,$123.30,14209580,META
2016-08-16,$57.44,20452960,MSFT
2016-08-17,$27.305,101314720,AAPL
2016-08-17,$40.271,21294580,GOOGL
2016-08-17,$124.37,13759700,META
2016-08-17,$57.56,18798940,MSFT
2016-08-18,$27.27,87673360,AAPL
2016-08-18,$40.1375,17293200,GOOGL
2016-08-18,$123.91,12378280,META
2016-08-18,$57.60,14211810,MSFT
2016-08-19,$27.34,100435560,AAPL
2016-08-19,$39.9825,22406720,GOOGL
2016-08-19,$123.56,11582430,META
2016-08-19,$57.62,17271010,MSFT
2016-08-22,$27.1275,103137680,AAPL
2016-08-22,$39.8475,17057840,GOOGL
2016-08-22,$124.15,14377070,META
2016-08-22,$57.67,15215880,MSFT
2016-08-23,$27.2125,84947400,AAPL
2016-08-23,$39.8295,18322660,GOOGL
2016-08-23,$124.37,13302050,META
2016-08-23,$57.89,18722560,MSFT
2016-08-24,$27.0075,94424960,AAPL
2016-08-24,$39.68,25676480,GOOGL
2016-08-24,$123.48,12226720,META
2016-08-24,$57.95,17118420,MSFT
2016-08-25,$26.8925,100006920,AAPL
2016-08-25,$39.565,24038040,GOOGL
2016-08-25,$123.89,10720680,META
2016-08-25,$58.17,18551890,MSFT
2016-08-26,$26.735,110977200,AAPL
2016-08-26,$39.661,24969320,GOOGL
2016-08-26,$124.96,17467840,META
2016-08-26,$58.03,20935160,MSFT
2016-08-29,$26.705,99600520,AAPL
2016-08-29,$39.791,15457520,GOOGL
2016-08-29,$126.54,15901270,META
2016-08-29,$58.10,16388470,MSFT
2016-08-30,$26.50,99271760,AAPL
2016-08-30,$39.596,23800680,GOOGL
2016-08-30,$125.84,17778300,META
2016-08-30,$57.89,16900190,MSFT
2016-08-31,$26.525,126556040,AAPL
2016-08-31,$39.4925,21402800,GOOGL
2016-08-31,$126.12,14183190,META
2016-08-31,$57.46,20844280,MSFT
2016-09-01,$26.6825,106701000,AAPL
2016-09-01,$39.57,26062360,GOOGL
2016-09-01,$126.17,13522260,META
2016-09-01,$57.59,26053530,MSFT
2016-09-02,$26.9325,105575080,AAPL
2016-09-02,$39.8435,26982180,GOOGL
2016-09-02,$126.51,12074470,META
2016-09-02,$57.67,18897210,MSFT
2016-09-06,$26.925,106580520,AAPL
2016-09-06,$40.401,39784640,GOOGL
2016-09-06,$129.73,26241480,META
2016-09-06,$57.61,16264890,MSFT
2016-09-07,$27.09,169001920,AAPL
2016-09-07,$40.3995,22911040,GOOGL
2016-09-07,$131.05,27942000,META
2016-09-07,$57.66,17484810,MSFT
2016-09-08,$26.38,211821240,AAPL
2016-09-08,$40.142,23528620,GOOGL
2016-09-08,$130.27,15655250,META
2016-09-08,$57.43,20109050,MSFT
2016-09-09,$25.7825,185846440,AAPL
2016-09-09,$39.424,37649660,GOOGL
2016-09-09,$127.10,26963940,META
2016-09-09,$56.21,35026930,MSFT
2016-09-12,$26.36,180458360,AAPL
2016-09-12,$39.941,37229340,GOOGL
2016-09-12,$128.69,21159830,META
2016-09-12,$57.05,29266780,MSFT
2016-09-13,$26.9875,248320640,AAPL
2016-09-13,$39.436,36160300,GOOGL
2016-09-13,$127.21,17987510,META
2016-09-13,$56.53,30062330,MSFT
2016-09-14,$27.9425,444747600,AAPL
2016-09-14,$39.523,26260160,GOOGL
2016-09-14,$127.77,15712050,META
2016-09-14,$56.26,24265700,MSFT
2016-09-15,$28.8925,361592680,AAPL
2016-09-15,$40.0615,31277980,GOOGL
2016-09-15,$128.35,15084660,META
2016-09-15,$57.19,27049520,MSFT
2016-09-16,$28.73,319055560,AAPL
2016-09-16,$39.8985,42590560,GOOGL
2016-09-16,$129.07,24083560,META
2016-09-16,$57.25,44603890,MSFT
2016-09-19,$28.395,187748760,AAPL
2016-09-19,$39.7695,22935400,GOOGL
2016-09-19,$128.65,14927990,META
2016-09-19,$56.93,20919450,MSFT
2016-09-20,$28.3925,137976600,AAPL
2016-09-20,$39.989,20998240,GOOGL
2016-09-20,$128.64,11076150,META
2016-09-20,$56.81,17347740,MSFT
2016-09-21,$28.3875,143807600,AAPL
2016-09-21,$40.2515,26932200,GOOGL
2016-09-21,$129.94,14045780,META
2016-09-21,$57.76,33623490,MSFT
2016-09-22,$28.655,124192680,AAPL
2016-09-22,$40.7975,35152820,GOOGL
2016-09-22,$130.08,15358850,META
2016-09-22,$57.82,19821760,MSFT
2016-09-23,$28.1775,209644280,AAPL
2016-09-23,$40.748,28224320,GOOGL
2016-09-23,$127.96,28293920,META
2016-09-23,$57.43,19941140,MSFT
2016-09-26,$28.22,119200960,AAPL
2016-09-26,$40.1325,28635580,GOOGL
2016-09-26,$127.31,15041370,META
2016-09-26,$56.90,21184750,MSFT
2016-09-27,$28.2725,98349960,AAPL
2016-09-27,$40.5365,27242700,GOOGL
2016-09-27,$128.69,15600130,META
2016-09-27,$57.95,28029780,MSFT
2016-09-28,$28.4875,118433560,AAPL
2016-09-28,$40.503,29384400,GOOGL
2016-09-28,$129.23,12035720,META
2016-09-28,$58.03,20523320,MSFT
2016-09-29,$28.045,143400040,AAPL
2016-09-29,$40.132,26964820,GOOGL
2016-09-29,$128.09,14489880,META
2016-09-29,$57.40,25389600,MSFT
2016-09-30,$28.2625,145362680,AAPL
2016-09-30,$40.203,32577920,GOOGL
2016-09-30,$128.27,18392040,META
2016-09-30,$57.60,29877820,MSFT
2016-10-03,$28.13,86538080,AAPL
2016-10-03,$40.019,29742600,GOOGL
2016-10-03,$128.77,13134510,META
2016-10-03,$57.42,19156410,MSFT
2016-10-04,$28.25,118829080,AAPL
2016-10-04,$40.1395,25153620,GOOGL
2016-10-04,$128.19,14294610,META
2016-10-04,$57.24,20061950,MSFT
2016-10-05,$28.2625,85601640,AAPL
2016-10-05,$40.0615,24183660,GOOGL
2016-10-05,$128.47,12354920,META
2016-10-05,$57.64,16708620,MSFT
2016-10-06,$28.4725,114034840,AAPL
2016-10-06,$40.154,21963160,GOOGL
2016-10-06,$128.74,11673340,META
2016-10-06,$57.74,16194470,MSFT
2016-10-07,$28.515,97345760,AAPL
2016-10-07,$40.0355,23276200,GOOGL
2016-10-07,$128.99,12800360,META
2016-10-07,$57.80,20062440,MSFT
2016-10-10,$29.0125,144351640,AAPL
2016-10-10,$40.7085,29780060,GOOGL
2016-10-10,$130.24,15113560,META
2016-10-10,$58.04,18085830,MSFT
2016-10-11,$29.075,255852040,AAPL
2016-10-11,$40.4785,34396700,GOOGL
2016-10-11,$128.88,17508530,META
2016-10-11,$57.19,26483780,MSFT
2016-10-12,$29.335,150051720,AAPL
2016-10-12,$40.5885,18114060,GOOGL
2016-10-12,$129.05,11043240,META
2016-10-12,$57.11,22157100,MSFT
2016-10-13,$29.245,140167280,AAPL
2016-10-13,$40.204,27366220,GOOGL
2016-10-13,$127.82,17106910,META
2016-10-13,$56.92,25217590,MSFT
2016-10-14,$29.4075,142504080,AAPL
2016-10-14,$40.23,22137900,GOOGL
2016-10-14,$127.88,13335970,META
2016-10-14,$57.42,27221480,MSFT
2016-10-17,$29.3875,94335240,AAPL
2016-10-17,$40.342,21116120,GOOGL
2016-10-17,$127.54,11317650,META
2016-10-17,$57.22,23829490,MSFT
2016-10-18,$29.3675,97232840,AAPL
2016-10-18,$41.0745,45749700,GOOGL
2016-10-18,$128.57,13487280,META
2016-10-18,$57.66,18862790,MSFT
2016-10-19,$29.28,79908640,AAPL
2016-10-19,$41.3545,29948580,GOOGL
2016-10-19,$130.11,16723000,META
2016-10-19,$57.53,22840410,MSFT
2016-10-20,$29.265,96400600,AAPL
2016-10-20,$41.0815,27716220,GOOGL
2016-10-20,$130.00,13148980,META
2016-10-20,$57.25,48880910,MSFT
2016-10-21,$29.15,90110760,AAPL
2016-10-21,$41.203,32248360,GOOGL
2016-10-21,$132.07,18983740,META
2016-10-21,$59.66,80008400,MSFT
2016-10-24,$29.4125,93970600,AAPL
2016-10-24,$41.787,28897020,GOOGL
2016-10-24,$133.28,17420290,META
2016-10-24,$61.00,54039610,MSFT
2016-10-25,$29.5625,187282400,AAPL
2016-10-25,$41.4275,37741360,GOOGL
2016-10-25,$132.29,13307700,META
2016-10-25,$60.99,35119480,MSFT
2016-10-26,$28.8975,264114560,AAPL
2016-10-26,$41.105,35835120,GOOGL
2016-10-26,$131.04,13066210,META
2016-10-26,$60.63,29908240,MSFT
2016-10-27,$28.62,125584520,AAPL
2016-10-27,$40.8675,58792020,GOOGL
2016-10-27,$129.69,16628680,META
2016-10-27,$60.10,28444550,MSFT
2016-10-28,$28.43,147168400,AAPL
2016-10-28,$40.978,87054080,GOOGL
2016-10-28,$131.29,24500920,META
2016-10-28,$59.87,33569190,MSFT
2016-10-31,$28.385,105515640,AAPL
2016-10-31,$40.495,44779340,GOOGL
2016-10-31,$130.99,15649280,META
2016-10-31,$59.92,26418340,MSFT
2016-11-01,$27.8725,173615040,AAPL
2016-11-01,$40.274,47093040,GOOGL
2016-11-01,$129.50,21974210,META
2016-11-01,$59.80,24474870,MSFT
2016-11-02,$27.8975,112699920,AAPL
2016-11-02,$39.421,45697720,GOOGL
2016-11-02,$127.17,43895660,META
2016-11-02,$59.43,22118490,MSFT
2016-11-03,$27.4575,106154800,AAPL
2016-11-03,$39.1095,43466800,GOOGL
2016-11-03,$120.00,63660540,META
